"minify_total","responses_200","testStartOffset","bytesOut","gzip_savings","requestsFull","start_epoch","cpu.MarkLoad","connections","base_page_cdn","cpu.EventDispatch","bytesOutDoc","result","final_base_page_request_id","docTime","domContentLoadedEventEnd","image_savings","cpu.ParseHTML","requestsDoc","cpu.CommitLoad","score_cookies","cpu.Layout","score_cdn","cpu.Idle","optimization_checked","image_total","score_minify","gzip_total","responses_404","loadTime","URL","score_combine","score_etags","cpu.PlatformResourceSendRequest","firstLayout","loadEventStart","minify_savings","score_progressive_jpeg","domInteractive","score_gzip","cpu.Paint","score_compress","domContentLoadedEventStart","final_url","cpu.MarkDOMContent","bytesInDoc","score_keep-alive","loadEventEnd","cached","score_cache","responses_other","cpu.UpdateLayerTree","main_frame","fullyLoaded","requests","final_base_page_request","TTFB","cpu.UpdateLayoutTree","bytesIn","test_run_time_ms","browser_version","base_page_dns_server","firstPaint","base_page_ip_ptr","eventName","browserVersion","visualTest","base_page_cname","document_URL","date","domElements","document_origin","browser_name","domComplete","document_hostname","SpeedIndex","visualComplete85","visualComplete90","visualComplete95","visualComplete99","visualComplete","render","lastVisualChange","chromeUserTiming.fetchStart","chromeUserTiming.responseEnd","chromeUserTiming.unloadEventStart","chromeUserTiming.unloadEventEnd","chromeUserTiming.domLoading","chromeUserTiming.firstLayout","chromeUserTiming.domInteractive","chromeUserTiming.domContentLoadedEventStart","chromeUserTiming.domContentLoadedEventEnd","chromeUserTiming.domComplete","chromeUserTiming.loadEventStart","chromeUserTiming.loadEventEnd","TTIMeasurementEnd","run","step","domTime","aft","titleTime","domLoading","server_rtt","smallImageCount","bigImageCount","maybeCaptcha","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id","cpu.v8.compile","cpu.ScriptWrappableMarkingVisitor::performLazyCleanup","cpu.MajorGC","cpu.EvaluateScript","cpu.BlinkGC.AtomicPhase","LastInteractive","effectiveBps","effectiveBpsDoc",
"-1","2","0","1175","0","3","0","0","3","","0","779","0","D71254D2A347EF1EEFB1A6A03C092660","0","29439","0","5","2","2","-1","0","0","320","1","0","-1","0","1","0","http://192.168.0.173:8081/200.html","-1","-1","1","259","29439","-1","-1","29439","-1","0","-1","29439","http://192.168.0.173:8081/200.html","0","317","100","29440","0","0","0","1","8CCBD5282CC237640046122B60E66485","0","3","0","56","1","512","37469","72.0.3626.105","","0","","Step_1","72.0.3626.105","1","","http://192.168.0.173:8081/200.html","1553356276.0711","3","http://192.168.0.173:8081","Chrome","29439","192.168.0.173","0","0","0","0","0","0","0","0","20","160","175","175","206","259","29439","29439","29439","29440","29440","29440","","2","1","0","0","0","0","0","0","0","0","87","1","87","230","1","230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190323_CY_5","1","0","138","29175","1","","","",
"-1","0","0","396","0","1","0","0","1","","0","0","0","","29882","29793","0","6","0","1","-1","0","-1","276","1","0","-1","0","1","29882","http://192.168.0.173:8081/200.html","-1","-1","1","29795","29794","-1","-1","29793","-1","0","-1","29793","","0","0","-1","29794","1","-1","0","1","3C34E9F2CA2879C471071D2D9BEBF1B5","29882","1","","0","1","195","37685","72.0.3626.105","","0","","Step_1","72.0.3626.105","1","","http://192.168.0.173:8081/200.html","1553356332.9213","3","http://192.168.0.173:8081","Chrome","29794","192.168.0.173","29882","29882","29882","29882","29882","29882","29882","29882","19","151","165","165","183","29795","29793","29793","29793","29794","29794","29794","","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190323_CY_5","1","0","138","29568","4","","","",
"-1","2","0","1175","0","3","0","0","3","","0","779","0","F485949C3391D78B62A008A6CC877B88","29530","29429","0","3","2","6","-1","0","0","302","1","0","-1","0","1","29530","http://192.168.0.173:8081/200.html","-1","-1","1","29432","29431","-1","-1","29429","-1","0","-1","29429","http://192.168.0.173:8081/200.html","0","317","100","29431","0","0","0","2","43E2A91825F128C931081DB3E2EF7566","29530","3","0","50","1","512","37412","72.0.3626.105","","0","","Step_1","72.0.3626.105","1","","http://192.168.0.173:8081/200.html","1553356389.899","3","http://192.168.0.173:8081","Chrome","29430","192.168.0.173","29530","29530","29530","29530","29530","29530","29530","29530","16","184","204","204","229","29432","29429","29430","29430","29431","29431","29431","","3","1","0","0","0","0","0","0","0","0","87","1","87","230","1","230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190323_CY_5","0","0","149","29165","1","","17","10",
"-1","0","0","396","0","1","0","0","1","","0","0","0","","28161","28087","0","5","0","1","-1","0","-1","254","1","0","-1","0","1","28161","http://192.168.0.173:8081/200.html","-1","-1","2","28089","28088","-1","-1","28087","-1","0","-1","28087","","0","0","-1","28088","1","-1","0","3","112EC2968CE7F084DB66639836E10897","28161","1","","0","0","195","35724","72.0.3626.105","","0","","Step_1","72.0.3626.105","1","","http://192.168.0.173:8081/200.html","1553356446.0948","3","http://192.168.0.173:8081","Chrome","28088","192.168.0.173","28161","28161","28161","28161","28161","28161","28161","28161","16","145","157","157","176","28088","28087","28087","28087","28088","28088","28088","","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190323_CY_5","2","0","162","27872","1","","","",
"-1","2","0","779","0","2","0","0","2","","0","779","0","D9DF57BDFA27BCC4A37BA29FBF3C413B","0","147885","0","3","2","1","-1","0","0","238","1","0","-1","0","0","0","http://192.168.0.173:8081/500.html","-1","-1","1","147888","147887","-1","-1","147884","-1","0","-1","147885","http://192.168.0.173:8081/500.html","0","310","100","147887","0","0","0","0","9A0237EC3690FC1E83A7A56E1522215E","0","2","0","68","0","310","151098","72.0.3626.105","","0","","Step_1","72.0.3626.105","1","","","1553356501.6158","","","Chrome","","","0","0","0","0","0","0","0","0","22","158","168","168","193","147887","147884","147884","147884","147886","147886","147886","","1","1","0","0","0","0","0","0","0","0","110","1","110","200","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190323_CD_6","4","","","147641","","","","",
"","0","0","0","","0","0","0","0","","0","0","0","","0","137443","","4","0","1","","0","","186","0","","","","0","0","http://192.168.0.173:8081/500.html","","","1","137447","137446","","","137442","","0","","137443","","0","0","","137446","1","","0","0","B46D5F51B5930ACDC8A0C5EDFD0BBC89","0","0","","0","0","0","140269","72.0.3626.105","","0","","Step_1","72.0.3626.105","1","","","1553356671.3924","","","Chrome","","","0","0","0","0","0","0","0","0","18","125","136","136","155","137446","137442","137442","137442","137445","137445","137445","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190323_CD_6","1","","","137254","","","","",
"-1","2","0","779","0","2","0","0","2","","0","779","0","5FDDE87A9B902997C0F3448E3936A49D","0","147072","0","4","2","1","-1","0","0","263","1","0","-1","0","0","0","http://192.168.0.173:8081/500.html","-1","-1","1","246","147075","-1","-1","147072","-1","0","-1","147072","http://192.168.0.173:8081/500.html","0","310","100","147075","0","0","0","4","564B029418D3240FC6CF50053FC67460","0","2","0","85","0","310","150342","72.0.3626.105","","0","","Step_1","72.0.3626.105","1","","","1553356831.0533","","","Chrome","","","0","0","0","0","0","0","0","0","18","154","169","169","195","246","147071","147072","147072","147074","147074","147074","","2","1","0","0","0","0","0","0","0","0","110","1","110","200","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190323_CD_6","1","","0","146801","","","","",
"","0","0","0","","0","0","0","0","","0","0","0","","0","150795","","3","0","1","","0","","217","0","","","","0","0","http://192.168.0.173:8081/500.html","","","1","150798","150797","","","150795","","0","","150795","","0","0","","150797","1","","0","0","AA3C8F19D8FAC3B0A342114561A3ED41","0","0","","0","0","0","154039","72.0.3626.105","","0","","Step_1","72.0.3626.105","1","","","1553356999.9897","","","Chrome","","","0","0","0","0","0","0","0","0","17","151","157","157","177","150797","150795","150795","150795","150796","150796","150797","","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190323_CD_6","1","","","150574","","","","",
"-1","2","0","779","0","2","0","0","2","","0","779","0","79D67731A9D927AAB3753379BD50C06C","0","149460","0","2","2","1","-1","0","0","269","1","0","-1","0","0","0","http://192.168.0.173:8081/500.html","-1","-1","0","266","149462","-1","-1","149460","-1","0","-1","149460","http://192.168.0.173:8081/500.html","0","310","100","149462","0","0","0","1","D21D5185B35B04059E54E35A1B02CB85","0","2","0","55","0","310","152797","72.0.3626.105","","0","","Step_1","72.0.3626.105","1","","","1553357172.8887","","","Chrome","","","0","0","0","0","0","0","0","0","17","161","179","179","201","266","149460","149460","149460","149461","149461","149461","","3","1","0","0","0","0","0","0","0","0","110","1","110","200","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190323_CD_6","1","","","149187","","","","",
"-1","0","0","193","0","1","0","0","0","","0","193","0","","0","131800","0","5","1","1","-1","0","-1","170","1","0","-1","0","0","0","http://192.168.0.173:8081/500.html","-1","-1","1","131802","131801","-1","-1","131799","-1","0","-1","131800","","0","0","-1","131801","1","-1","1","0","CF28799136F61EC1438369746A4AF434","0","1","","0","0","0","134901","72.0.3626.105","","0","","Step_1","72.0.3626.105","1","","","1553357344.9772","","","Chrome","","","0","0","0","0","0","0","0","0","15","107","115","115","136","131801","131799","131799","131799","131801","131801","131801","","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190323_CD_6","1","","","131623","","","","",
